Date,Open,High,Low,Close
1986-12-18,246.78,247.78,246.53,246.78
1986-12-17,247.56,249.94,247.31,247.56
1986-12-16,250.04,250.04,247.41,250.04
1986-12-15,248.21,248.21,245.09,248.21
1986-12-12,247.35,248.22,247.1,247.35
1986-12-11,248.17,250.92,247.17,248.17
1986-12-10,250.96,251.46,248.96,250.96
1986-12-09,249.28,251.16,249.28,249.28
1986-12-08,251.16,252.28,248.91,251.16
1986-12-05,251.17,253.79,250.79,251.17
1986-12-04,253.04,254.41,252.91,253.04
1986-12-03,253.85,254.85,253.35,253.85
1986-12-02,254.0,254.0,249.13,254.0
1986-12-01,249.05,249.18,245.8,249.05
1986-11-28,249.22,249.22,248.09,249.22
1986-11-26,248.77,248.9,247.77,248.77
1986-11-25,248.17,248.17,246.42,248.17
1986-11-24,247.45,247.95,245.32,247.45
1986-11-21,245.86,246.36,241.99,245.86
1986-11-20,242.05,242.05,237.68,242.05
1986-11-19,237.66,237.91,235.53,237.66
1986-11-18,236.78,243.16,236.66,236.78
1986-11-17,243.21,244.71,242.34,243.21
1986-11-14,244.5,244.5,242.0,244.5
1986-11-13,243.02,246.65,243.02,243.02
1986-11-12,246.64,247.64,245.76,246.64
1986-11-11,247.08,247.08,246.21,247.08
1986-11-10,246.13,246.13,244.75,246.13
1986-11-07,245.77,246.02,245.02,245.77
1986-11-06,245.87,246.87,244.62,245.87
1986-11-05,246.58,246.96,245.33,246.58
1986-11-04,246.2,246.32,244.45,246.2
1986-11-03,245.8,245.8,244.05,245.8
1986-10-31,243.98,244.48,242.98,243.98
1986-10-30,243.71,243.96,240.96,243.71
1986-10-29,240.94,240.94,239.06,240.94
1986-10-28,239.26,240.51,238.88,239.26
1986-10-27,238.77,238.77,236.77,238.77
1986-10-24,238.26,239.63,238.26,238.26
1986-10-23,239.28,239.66,236.28,239.28
1986-10-22,236.26,236.63,235.88,236.26
1986-10-21,235.88,236.38,235.0,235.88
1986-10-20,235.97,238.72,234.84,235.97
1986-10-17,238.84,239.47,237.72,238.84
1986-10-16,239.53,240.16,238.91,239.53
1986-10-15,238.8,238.93,235.43,238.8
1986-10-14,235.37,236.37,234.37,235.37
1986-10-13,235.91,235.91,235.03,235.91
1986-10-10,235.48,236.23,235.35,235.48
1986-10-09,235.85,238.1,235.72,235.85
1986-10-08,236.68,236.81,233.68,236.68
1986-10-07,234.41,235.16,233.53,234.41
1986-10-06,234.78,235.28,233.28,234.78
1986-10-03,233.71,236.09,232.84,233.71
1986-10-02,233.92,234.29,232.79,233.92
1986-10-01,233.6,234.6,231.35,233.6
1986-09-30,231.32,232.94,229.94,231.32
1986-09-29,229.91,232.16,228.16,229.91
1986-09-26,232.23,233.6,230.73,232.23
1986-09-25,231.83,236.21,230.71,231.83
1986-09-24,236.28,237.03,235.53,236.28
1986-09-23,235.67,235.79,234.54,235.67
1986-09-22,234.93,234.93,232.31,234.93
1986-09-19,232.21,232.21,230.71,232.21
1986-09-18,232.31,232.81,230.69,232.31
